NAME,QTY
"Монитор LED 24"" Dell P2423 (FHD, IPS, 8ms, 16:10, HDMI/DP/DVI/VGA/USB 3.2 Gen 1 hub, Black/Silver)",2
"Монитор LED 24"" Dell P2423DE (2K, 2560x1440, IPS, 8ms, 16:9, HDMI/DP/4xUSB/USB-C, Pivot, Black/Silver)",2
"Монитор LED 24"" Dell P2425H (Full HD, IPS, 100Hz, 5ms, HDMI/VGA/DP/USB-C)",9
"Монитор LED 24"" HP EliteDisplay E243 23.8"" (FHD IPS, 5ms, Web-Camera, VGA/HDMI/USB Hub, Black-Silver)",1
"Монитор LED 24"" LG 24BK450H-B (IPS, 1920x1080, 5000000:1, 5ms, VGA/HDMI)",5
"Монитор LED 24"" LG 24BN550Y-B (IPS, 1920x1080, 5000000:1, 5ms, DVI/HDMI)",7
"Монитор LED 24"" LG 24M38A-B (FHD, 5ms, VGA)",111
"Монитор LED 24"" LG 24MR400 (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",78
"Монитор LED 24"" Philips 241V8B (IPS, 16:9, 1920x1080, 100Hz, 1300:1, 4ms, VGA/HDMI)",1
"Монитор LED 24"" Samsung S24A336NHU (VA, 1920x1080, 5ms, 3000:1, VGA/HDMI, Black)",2
"Монитор LED 24"" Viewsonic VA2445 (23.6"", LED, Black, 5ms)",1
"Монитор LED 27"" AOC 27B2DA (IPS, 4ms, VGA/DVI/HDMI, Black)",1
"Монитор LED 27"" AOC 27B2H/EU (IPS, 8ms, VGA/HDMI, Black)",2
"Монитор LED 27"" AOC Gaming 27G2SAE/BK (VA, 1920x1080, 165Hz, 80000000:1, 1ms, 2xHDMI/DP, Speakers)",2
"Монитор LED 27"" AOC Gaming CQ27G2S/BK (2K VA Curved, 2560x1440, 165Hz, 4000:1, 4ms, HDR10, 2xHDMI/DP)",4
"Монитор LED 27"" AOC Gaming Q27G2U/BK (2K VA, 2560x1440, 155hz, 3000:1, 1ms, 2HDMI//DP/4xUSB, Black/Red)",2
"Монитор LED 27"" Dell P2722H (27"", IPS, 8ms, VGA/HDMI/DP/USB, Black)",72
"Монитор LED 27"" HP E27 G5 (FHD IPS, 75Hz, 5ms, HDMI/DP/USB, HAS Pivot, Black)",20
"Монитор LED 27"" HP P27h G5 (FHD IPS, 75Hz, 5ms, VGA/HDMI/DP, Black)",11
"Монитор LED 27"" LG 27BN55UP-B (4K IPS, 3840x2160, 1000:1, 5ms, HDR10, 2xHDMI/DP, Pivot)",26
"Монитор LED 27"" LG 27BN65YP-B (IPS, 1920x1080, 5000000:1, 5ms, DVI/HDMI/DP/USB, Pivot, Speaker)",2
"Монитор LED 27"" LG 27MR400-B (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",88
"Монитор LED 27"" LG 27UP850K-W (4K IPS, 3840x2160, 1200:1, 5ms, HDR10, 2xHDMI/DP, USB-C, Speakers, White)",7
"Монитор LED 27"" Philips 271V8B (IPS, 16:9, 1920x1080, 100Hz, 1300:1, 4ms, VGA/HDMI)",19
"Монитор LED 27"" Samsung Odyssey G5 Gaming G55C S27CG554EU (2K VA Curved, 2560x1440, 165Hz, 1000:1, 1ms, FreeSync Premium, HDR10",4
"Монитор LED 27"" Samsung S27AG320NI (FHD, VA, 165Hz, 1ms, FreeSync Premium, HAS Pivot, HDMI/DP, Black)",1
"Монитор LED 29"" LG 29BN650-B (2K IPS, 2560x1080, 5000000:1, 5ms, 2xHDMI, Black)",4
"Монитор LED 30"" Xiaomi BHR5116GL Curved (VA, 2560x1080, 200Hz, 1000000:1, 4ms, HDMI/DP, Black)",2
"Монитор LED 32"" AOC CQ32G4VE (QHD VA, 2560x1440, 3500:1, 0.5ms, HDR10, 2xHDMI/DP, Curved, Black)",2
"Монитор LED 32"" Samsung Odyssey G5 S32CG552EU (QHD VA, 2560x1440, 2500:1, 1ms, HDR10, HDMI/DP, Curved, Black)",3
"Монитор LED 34"" LG 34WL500-B (IPS, 2560x1080, 5000000:1, 5ms, 2xHDMI)",1
"Монитор LED 34"" LG 34WP500-B (2K IPS, 2560x1080, 10000000:1, 5ms, 2xHD, DP)",15
"Моноблок ASUS NUC Atlas Canyon RNUC12WSKi50Z00 (Celeron N5105, 2xSODIMM DDR4, M.2 NVMe, DP/HDMI, GbLAN, WiFi+BT, 7.1 Sound)",32
"Моноблок Gigabyte BRIX GB-BRI3H-10110 (Core i3-10110U, 2xSODIMM DDR4, M.2 NVMe/2.5"" SATA, 2xHDMI, Type-C, GbLAN, WiFi+BT)",4
"Моноблок Gigabyte Brix GB-BRR5-4500 (Ryzen 5-4500U, 2xSODIMM DDR4, M.2 NVMe, mDP/HDMI/2xType-C, GbLAN, WiFi+BT)",1
"Моноблок Intel NUC Wallstreet RNUC12WSKl500002I (Core i5-1240P, 2xSODIMM DDR4, M.2 NVMe, DP/HDMI, GbLAN, WiFi+BT, 7.1 Sound, EU",6
Монтажное кольцо для кулера CM-RING1700 (для кулеров с клипсами на сокет 1700),65
"Мышь A4 OP-720 (800dpi, Black, PS/2)",4
"Мышь CrownMicro CMGM-900, Gaming (7xButtons, 3200dpi, 125Hz, Backlight, USB)",2
"Мышь CrownMicro CMGM-902, Gaming (6xButtons, 7200dpi, 1000Hz, Backlight, USB)",9
"Мышь CrownMicro CMGM-903, Gaming (7xButtons, 7000dpi, 1000Hz, Backlight, USB)",4
"Мышь CrownMicro CMGM-904, Gaming (7xButtons, 7000dpi, 1000Hz, Backlight, USB)",4
"Мышь CrownMicro CMM-128 (3button, 1000dpi, 1.8m, Black, USB)",100
"Мышь CrownMicro CMM-20 (4button, 1600dpi, White, USB)",2
"Мышь CrownMicro CMM-31 (3button, 1000dpi, Black, USB)",2
"Мышь CrownMicro CMM-502 Silent (3button, 1000dpi, White, USB)",5
"Мышь Fury NFU-1198 Brawler Gaming (1600DPI, USB, Optical)",42
"Мышь Fury NFU-1698 Hustler Gaming (6400DPI, RGB, USB, Optical)",17
"Мышь Genesis NMG-1321 ZIRCON 330, Gaming (USB)",38
"Мышь Genesis NMG-1629 XENON 800, Gaming (16000Dpi, RGB, USB)",8
"Мышь Genesis NMG-1640 Krypton 510 Gaming (7200DPI, USB, Optical)",12
"Мышь Genesis NMG-1680 KRYPTON 550, Gaming, Black, RGB (8000DPI, USB)",39
"Мышь Genesis NMG-1770 KRYPTON 220, Gaming (6400Dpi, RGB, USB)",10
"Мышь Genesis NMG-1839 KRYPTON 555, Gaming, Black, RGB (8000DPI, USB)",37
"Мышь Genesis NMG-1840 KRYPTON 555, Gaming, White, RGB (8000DPI, USB)",8
"Мышь Genesis NMG-2113 Zircon 500 Gaming (10000DPI, USB)",15
"Мышь Genius NetScroll 100 V2 (USB, Black)",54
"Мышь Genius NetScroll DX-110 (USB, Black)",117
"Мышь Genius NetScroll DX-120 (USB, Black)",11
"Мышь Genius NetScroll DX-125 (USB, Black)",3
"Мышь Genius NetScroll DX-180 (USB, Black)",23
Мышь Genius Xscroll V3 (USB),23
"Мышь Logitech G102 LIGHTSYNC (5 Button, 8000dpi, Gaming, USB, Black)",2
"Мышь Logitech G402 Hyperion Fury (Gaming, USB, Black)",3
"Мышь Logitech G403 HERO (Gaming, USB, Black)",3
"Мышь Logitech G502 HERO (Gaming, USB, Black)",3
"Мышь Logitech M100 (USB, Gray)",1
"Мышь Logitech M500s Advanced (Laser, USB, Black)",8
"Мышь Logitech M90 (USB, Black/Dark Gray)",445
"Мышь MSI Clutch GM08, Gaming (4200dpi, Black, USB)",5
"Мышь Oklick 147M (4button, 2000dpi, White, USB)",15
"Мышь Oklick 310M (3button, 2400dpi, White/Grey, USB)",18
"Мышь Razer DeathAdder Essential (Gaming, USB, Black)",2
"Мышь SVEN RX-112 (USB, Black)",68
"Мышь SVEN RX-30 (USB, Black)",386
"Мышь SVEN RX-70 Gaming (1200DPI, RGB, 1.5m, Black)",20
"Мышь SVEN RX-90 (1000 DPI, USB, Black)",80
"Мышь SVEN RX-G730 Gaming (5+1 keys, 3400DPI, RGB)",20
"Мышь SVEN RX-G735 Gaming (5+1 keys, 4000DPI, RGB)",20
"Мышь SVEN RX-G815 Gaming (6+1 keys, 8000DPI, SoftTouch, RGB)",5
"Мышь SVEN RX-G975 Gaming (9+1 keys, 10000DPI, RGB)",4
"Мышь SVEN RX-G990 Gaming (8+1 keys, 12400DPI, RGB)",6
"Мышь беспроводная A4Tech Fstyler FB10C (2000dpi, 4 Button, Pink, USB/Bluetooth)",5
"Мышь беспроводная A4Tech Fstyler FB10C (2000dpi, 4 Button, White/Grey, USB/Bluetooth)",5
"Мышь беспроводная CrownMicro CMM-930W (USB, Black)",86
"Мышь беспроводная CrownMicro CMM-935W (USB, Black)",2
"Мышь беспроводная Fury NFU-1320 Stalker Gaming (2000DPI, USB)",1
"Мышь беспроводная Genesis NMG-2191 ZIRCON 660, Gaming (12000DPI, USB, Black)",33
"Мышь беспроводная Genesis NMG-2192 ZIRCON 660, Gaming (12000DPI, USB, White)",3
"Мышь беспроводная Genius Ergo 8200S (USB, Gray)",16
"Мышь беспроводная Logitech B330 Silent Plus (USB, Black)",12
"Мышь беспроводная Logitech M170 (USB, Gray/Black)",1
"Мышь беспроводная Logitech M171 (USB, Black)",121
"Мышь беспроводная Logitech M185 (USB, Swift Gray)",40
"Мышь беспроводная Logitech M190 (USB, Grey)",4
"Мышь беспроводная Logitech M220 Silent (USB, Dark/Gray)",29
"Мышь беспроводная Logitech M221 Silent (USB, Charcoal)",5
"Мышь беспроводная Logitech M235 (USB, Black/Gray)",1
"Мышь беспроводная Logitech M510 (USB, Black)",12
"Мышь беспроводная Logitech M705 Marathon (USB, Grey/Black)",5
"Мышь беспроводная Logitech MX Anywhere 3S (USB, Graphite)",1
"Мышь беспроводная Logitech MX Anywhere 3S for Business (USB, Black)",2
"Мышь беспроводная Logitech Signature M650 (USB, Graphite)",7
Мышь беспроводная Philips SPK7307B/00,3
Мышь беспроводная SVEN RX-325 (White),10
"Накопитель SSD 120GB PATRIOT PBE120GS25SSDR (2.5"", SATA3, TLC 3D, 450/320Mbps)",117
"Накопитель SSD 128GB PATRIOT P220S128G25 P220 (2.5"", SATA3, TLC 3D, 550/480Mbps)",48
"Накопитель SSD 1TB Crucial BX500 2.5"", SATA3, 3D, 540/500Mbps)",6
"Накопитель SSD 1TB PATRIOT P220S1TB25 P220 (2.5"", SATA3, TLC 3D, 550/500Mbps)",15
"Накопитель SSD 1TB SAMSUNG QVO 870 MZ-77Q1T0BW (2.5"", SATA3, TLC 3D, 560/530Mbps)",3
"Накопитель SSD 240GB CRUCIAL CT240BX500SSD1 (2.5"", SATA3, TLC 3D, 540/500Mbps)",7
Накопитель SSD 240GB Kingston SA400S37/240G,20
"Накопитель SSD 240GB PATRIOT PBE240GS25SSDR (2.5"", SATA3, TLC 3D, 450/320Mbps)",62
"Накопитель SSD 250GB SAMSUNG EVO 870 MZ-77E250B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)",5
"Накопитель SSD 256GB PATRIOT P210S256G25 P210 (2.5"", SATA3, TLC 3D, 500/400Mbps)",7
"Накопитель SSD 256GB PATRIOT P220S256G25 P220 (2.5"", SATA3, TLC 3D, 550/490Mbps)",14
"Накопитель SSD 2TB PATRIOT P210S2TB25 P210 (2.5"", SATA3, TLC 3D, 520/430Mbps)",1
"Накопитель SSD 2TB SAMSUNG EVO 870 MZ-77E2T0B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)",4
Накопитель SSD 480GB Kingston SA400S37/480G,4
"Накопитель SSD 480GB PATRIOT PBE480GS25SSDR (2.5"", SATA3, TLC 3D, 450/320Mbps)",12
"Накопитель SSD 4TB SAMSUNG 870 EVO MZ-77E4T0B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)",2
"Накопитель SSD 4TB SAMSUNG 870 QVO MZ-77Q4T0BW (2.5"", SATA3, QLC 3D, 560/530Mbps)",2
"Накопитель SSD 500GB CRUCIAL CT500BX500SSD1 (2.5"", SATA3, TLC 3D, 540/500Mbps)",19
"Накопитель SSD 512GB PATRIOT P220S512G25 P220 (2.5"", SATA3, TLC 3D, 550/500Mbps)",14
"Накопитель SSD M.2 128GB Patriot P300P128GM28 P300 (M.2 2280 PCI-E, Reading 1600 MB/s, Writing 600 Mb/s)",12
"Накопитель SSD M.2 1TB CRUCIAL CT1000P3PSSD8 (M.2 2280 PCI-E, Reading 5000 MB/s, Writing 3600 Mb/s)",3
"Накопитель SSD M.2 1TB CRUCIAL CT1000P3SSD8 (M.2 2280 PCI-E, Reading 3500 MB/s, Writing 3000 Mb/s)",3
"Накопитель SSD M.2 1TB Kingston SNV3S/1000G NV3 (M.2 2280 PCI-E, Reading 6000 MB/s, Writing 4000 Mb/s)",7
"Накопитель SSD M.2 1TB Patriot P300P1TBM28 P300 (M.2 2280 PCI-E, Reading 2100 MB/s, Writing 1650 Mb/s)",20
"Накопитель SSD M.2 1TB Patriot Viper VP4300-1TBM28H VP4300 (M.2 2280 PCI-E, Reading 7400 MB/s, Writing 5500 Mb/s)",1
"Накопитель SSD M.2 1TB Patriot VPR400-1TBM28H VPR400 (M.2 2280 PCI-E, RGB, Reading 4600 MB/s, Writing 4400 Mb/s)",2
"Накопитель SSD M.2 1TB SAMSUNG 980 MZ-V8V1T0BW (M.2 2280, PCI-E x 4, Reading 3500 MB/s, Writing 3000 Mb/s)",9
"Накопитель SSD M.2 1TB SAMSUNG EVO MZ-V7S1T0BW 970 EVO Plus (M.2 2280 PCI-E, Reading 3500 MB/s, Writing 3200 Mb/s)",3
"Накопитель SSD M.2 1TB SAMSUNG MZ-V9P1T0BW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",3
"Накопитель SSD M.2 1TB SAMSUNG MZ-V9P1T0CW 990 PRO (M.2 2280, w/Heatsink, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",3
"Накопитель SSD M.2 1TB SAMSUNG MZ-V9S1T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7150 MB/s, Writing 6300 Mb/s)",5
"Накопитель SSD M.2 1TB WD Black SN770 (M.2 2280 PCI-E, Reading 5150 MB/s, Writing 4900 Mb/s)",3
"Накопитель SSD M.2 1TB WD Black SN850X (M.2 2280 PCI-E, Reading 7300 MB/s, Writing 6300 Mb/s)",2
"Накопитель SSD M.2 250GB SAMSUNG 980 MZ-V8V250BW (M.2 2280, PCI-E x 4, Reading 2900 MB/s, Writing 1300 Mb/s)",3
"Накопитель SSD M.2 256GB Patriot P300P256GM28 P300 (M.2 2280 PCI-E, Reading 1700 MB/s, Writing 1100 Mb/s)",40
"Накопитель SSD M.2 2TB Patriot P400 (M.2 2280 PCI-E, Reading 7000 MB/s, Writing 4800 Mb/s)",4
"Накопитель SSD M.2 2TB SAMSUNG MZ-V9P2T0BW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",2
"Накопитель SSD M.2 2TB SAMSUNG MZ-V9P2T0CW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",1
"Накопитель SSD M.2 2TB SAMSUNG MZ-V9S2T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7250 MB/s, Writing 6300 Mb/s)",3
"Накопитель SSD M.2 2TB WD Black SN850X (M.2 2280 PCI-E, Reading 7300 MB/s, Writing 6600 Mb/s)",3
"Накопитель SSD M.2 480GB Patriot P310P480GM28 P310 (M.2 2280 PCI-E, Reading 1700 MB/s, Writing 1500 Mb/s)",45
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9P4T0GW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",2
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9S4T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7250 MB/s, Writing 6300 Mb/s)",2
"Накопитель SSD M.2 500GB CRUCIAL CT500P3PSSD8 (M.2 2280 PCI-E, Reading 4700 MB/s, Writing 1900 Mb/s)",1
"Накопитель SSD M.2 500GB Kingston SNV3S/500G NV3 (M.2 2280 PCI-E, Reading 6000 MB/s, Writing 3000 Mb/s)",5
"Накопитель SSD M.2 500Gb SAMSUNG MZ-V8V500BW 980 (M.2 2280, PCI-E x 3, Reading 3100 MB/s, Writing 2600 Mb/s)",11
"Накопитель SSD M.2 500GB WD Black SN770 (M.2 2280 PCI-E, Reading 5000 MB/s, Writing 4000 Mb/s, WDBBDL5000ANC)",4
"Накопитель SSD M.2 512GB Patriot P300P512GM28 P300 (M.2 2280 PCI-E, Reading 1700 MB/s, Writing 1200 Mb/s)",40
"Накопитель SSD M.2 512GB Patriot VPN110-512GM28H VPN110 (M.2 2280 PCI-E, Reading 3100 MB/s, Writing 2300 Mb/s)",2
"Накопитель SSD M.2 512GB Patriot VPR400-512GM28H VPR400 (M.2 2280 PCI-E, RGB, Reading 4600 MB/s, Writing 3600 Mb/s)",2
"Накопитель SSD внешний 1TB Crucial X6 (2.5"", 800/480Mbps, USB 3.2, Black)",3
"Накопитель SSD внешний 1TB Patriot Duo Compact PVP30 PVP301TB28UDG (1000Mbps, USB-A/USB-C, Black)",4
"Накопитель SSD внешний 1TB Patriot Transporter Lite PTPL1TBPEC (2.5"", 1000Mbps, USB-C, Black)",4
"Накопитель SSD внешний 1TB SAMSUNG Portable T7 MU-PC1T0T/WW (2.5"", 1050/1000Mbps, USB 3.2, Grey)",3
"Накопитель SSD внешний 1TB SanDisk Portable SDSSDE30-1T00-G26 (2.5"", 800Mbps, USB-C, Black)",2
"Накопитель SSD внешний 2TB Crucial X6 (2.5"", 800/480Mbps, USB 3.2, Black)",2
"Накопитель SSD внешний 2TB SAMSUNG Portable T7 MU-PC2T0T/WW (2.5"", 1050/1000Mbps, Touch, USB 3.2, Titan Grey)",3
"Накопитель SSD внешний 2TB SAMSUNG T5 EVO Portable T5 MU-PH2T0S/EU (2.5"", 460/460Mbps, USB-C, Black)",4
"Накопитель SSD внешний 512GB Patriot Transporter Lite PTPL512GPEC (2.5"", 1000Mbps, USB-C, Black)",6
"Накопитель SSD внешний 512GB Patriot Transporter PTP512GPEC (2.5"", 1000Mbps, USB-C, Black)",2
Наушники беспроводные Oklick BT-S-120 Black (Bluetooth),1
"Наушники с микрофоном A4 Tech HS-30 (Black, 3.5mm)",1
"Наушники с микрофоном CrownMicro CMGH-101T (Black/Blue, 3.5mm)",1
"Наушники с микрофоном CrownMicro CMGH-2000 (Black/Red, 3.5mm)",1
"Наушники с микрофоном CrownMicro CMGH-2001 (Black/Blue, 1x3.5mm + adapter 2x3.5mm)",5
"Наушники с микрофоном CrownMicro CMGH-3100 (Black/Red, 7.1, USB)",1
"Наушники с микрофоном CrownMicro CMGH-3101 (Black/Blue, 7.1, USB)",4
"Наушники с микрофоном CrownMicro CMGH-3102 (Black/Green, 7.1, USB)",3
"Наушники с микрофоном CrownMicro CMH-941 (Rose, 3.5mm)",3
"Наушники с микрофоном Fury NFU-1585 Warhawk, Gaming (RGB, 3.5mm)",20
"Наушники с микрофоном Genesis NSG-0687 H59, Gaming (Mini-Jack)",2
"Наушники с микрофоном Genesis NSG-0901 ARGON 200 BLACK-BLUE, Gaming (2xMini-Jack)",7
"Наушники с микрофоном Genesis NSG-0943 NEON 350, Gaming (2xMini-Jack)",1
"Наушники с микрофоном Genesis NSG-1107 NEON 360 (Backlight, Vibration, USB)",2
"Наушники с микрофоном Genesis NSG-1434 ARGON 100 BLACK, Gaming (1xMini-Jack)",1
"Наушники с микрофоном Genesis NSG-1435 ARGON 100 Black-Green, Gaming (Mini-Jack)",2
"Наушники с микрофоном Genesis NSG-1437 Argon 110 Black-Red, Gaming (Mini-Jack)",27
"Наушники с микрофоном Genesis NSG-1578 RADON 300 VIRTUAL 7.1 BLACK-RED, Gaming (USB)",1
"Наушники с микрофоном Genesis NSG-1992 RADON 210 BLACK-RED, Gaming (USB)",3
"Наушники с микрофоном Genesis NSG-2117 Toron 531 Black, Gaming (Mini-Jack)",8
"Наушники с микрофоном Genesis NSG-2307 NEON 613 G2 RGB ILLUMINATION Black, Gaming (Mini-Jack)",47
Наушники с микрофоном Genius HS-02B (3.5mm),2
Наушники с микрофоном Genius HS-04S,1
Наушники с микрофоном Genius HS-400A,2
"Наушники с микрофоном Logitech G335 Gaming (1x3.5mm/2x3.5mm, Black)",1
"Наушники с микрофоном Logitech G432, 7.1 Gaming (USB, Leatherette)",3
"Наушники с микрофоном Logitech H111 (3.5mm, Gray)",3
"Наушники с микрофоном Logitech H340 (USB, Black)",69
"Наушники с микрофоном Logitech H390 (USB, Black)",94
"Наушники с микрофоном Logitech H390 (USB, Off-White)",9
"Наушники с микрофоном Logitech H540 (USB, Black)",6
"Наушники с микрофоном Logitech H570E Stereo (USB, Black)",12
"Наушники с микрофоном Razer BlackShark V2 X (Gaming, 3.5mm audio jack, Black)",4
"Наушники с микрофоном Razer Kraken X Lite (Gaming, 1.3m, 3.5mm audio jack)",2
"Наушники с микрофоном SVEN AP-010MV (2x3.5mm, Black)",11
"Наушники с микрофоном SVEN AP-151MV (1x3.5mm, Black)",5
"Наушники с микрофоном SVEN AP-320M (1x3.5mm, Black)",11
"Наушники с микрофоном SVEN AP-680MV (2x3.5mm, Black)",4
"Наушники с микрофоном беспроводные CrownMicro CMBH-5098 (Bluetooth 5.0, Black)",3
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5002 (Bluetooth 5.0, White)",1
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5005 (Bluetooth 5.0, White)",1
"Наушники с микрофоном беспроводные Digma BT-05 (Bluetooth, Black/Red)",1
"Наушники с микрофоном беспроводные Genesis NSG-1673 Selen 400 Black-Red, Gaming (USB)",28
"Наушники с микрофоном беспроводные Logitech Zone Vibe 100 (Bluetooth, Graphite)",4
"Ноутбук Acer Aspire 3 A314-36P-3772 14"" (FHD, Core i3-N305, 8GB LPDDR5, 128GB SSD, Intel UHD Graphics, Windows 11 Home, Silver)",1
"Ноутбук Acer Aspire 5 A515-57-713N 15.6"" (FHD IPS, i7-12650H, 16GB DDR4, 512GB SSD, Intel UHD, Dark Gray, DOS, NX.KN4EX,00X)",2
"Ноутбук Acer Nitro V 15 ANV15-51 15.6"" (FHD IPS 144Hz, i5-13420H,  8GB DDR4, 512GB SSD, 6GB RTX 3050, Black, Windows 11)",4
"Ноутбук ASUS VivoBook F1504ZA-WH52 15.6"" (FHD, Core i5-1235U, 8GB DDR4, 256GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Qui",2
"Ноутбук ASUS VivoBook Go 15 E1504GA-WB31 15.6"" (FHD, Core i3-N305, 8GB, 128GB UFS, Intel UHD Graphics, Black, Windows 11)",2
"Ноутбук ASUS ZenBook 14 OLED UM3402YA-WS74T 14"" (2.8K Touch, Ryzen 7-7730U, 16GB LPDDR4, 512GB SSD, AMD Radeon Graphics, Window",1
"Ноутбук ASUS ZenBook Q415MA-U5512 14"" (OLED WUXGA Touch, Core Ultra 5 125H, 8GB, 512GB SSD, Intel Arc Graphics, Jasper Gray, Wi",1
"Ноутбук Dell Inspiron 14 7440 14"" (WUXGA IPS Touch 2-in-1, Core 7 150U, 16GB DDR5, 1TB SSD, Iris Xe Graphics, Ice Blue, Windows",1
"Ноутбук Dell lnspiron 14 7445 14"" (WUXGA IPS Touch 2-in-1, Ryzen 7-8840HS, 16GB DDR5, 1TB SSD, AMD Radeon 780M, Windows 11 Home",1
"Ноутбук Dell Vostro 3520 (15.6"" FHD, i5 1235U, 8GB DDR4, 512GB SSD, Intel Iris XE, BT, Webcam, Black, DOS)",1
"Ноутбук Dell Vostro 3520 (15.6"" FHD, i7 1255U, 8GB DDR4, 512GB SSD, Intel Iris XE, BT, Webcam, Black, DOS)",19
"Ноутбук HP 15-fc0041wm 15.6 (FHD, Ryzen 5 7520U, 8GB, 512GB SSD, AMD Radeon 610M Graphics, Natural Silver, Windows 11, B5TH5UA#",3
"Ноутбук HP 15-fc0047wm 15.6 (FHD Touch, Ryzen 7 7730U, 16GB, 512GB SSD, Radeon Graphics, Natural Silver, Windows 11, B8LA8UA)",1
"Ноутбук HP 15-fd1085cl 15.6"" (FHD Touch, Core 5 120U, 12GB, 512GB SSD, Intel Graphics, Black, Windows 11, 9T8G5UA#ABA)",1
"Ноутбук HP Pavilion 16-ag0070wm 16"" (WUXGA, Ryzen 7 8840U, 8GB DDR5, 512GB SSD, Radeon 780M Graphics, Meteor Silver, Windows 11",2
"Ноутбук HP Victus 15-fa0033dx 15.6"" (FHD IPS 144Hz, Core i5 12450H, 8GB DDR5, 512GB SSD, 4GB RTX3050, Performance Blue, Windows",5
"Ноутбук HP Victus Gaming 15-fa2013dx 15.6"" (IPS FHD, 144Hz, Core i5 13420H, 8GB DDR4, 512GB SSD, 6GB RTX3050, Mica Silver, Wind",4
"Ноутбук HP Victus Gaming 15-fa2709wm 15.6"" (IPS FHD, 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 6GB RTX4050, Mica Silver, Win",2
"Ноутбук HP Victus Gaming 15-fb2063dx 15.6"" (IPS FHD, 144Hz, Ryzen 5 7535HS, 8GB DDR4, 512GB SSD, 4GB Radeon RX 6550M, Mica Silv",9
"Ноутбук Lenovo IdeaPad 1 15.6"" (FHD, i3 1215U, 8GB DDR4, 256GB SSD, Intel UHD Graphics, Grey, DOS)",36
"Ноутбук Lenovo IdeaPad 3 15IAU7 15.6"" (FHD IPS Touch, i7 1255U, 16GB DDR4, 512GB SSD, Intel IRIS XE, Grey, Windows 11)",5
"Ноутбук Lenovo Ideapad L340-15API 15.6"" (FHD, Ryzen 3-3200U, 8GB DDR4, 256GB SSD, Vega 3, Grey, DOS)",45
"Ноутбук Lenovo Ideapad Slim 3 15.6"" (FHD Touch, Ryzen 7 7730U, 16GB DDR4, 512GB SSD, Radeon Graphics, Abyss Blue, Windows 11)",1
"Ноутбук Lenovo V15 15.6"" (FHD, i3 1315U, 8GB DDR4, 256GB SSD, Intel UHD, Business Black, DOS, 83A1004SUE)",23
"Ноутбук Lenovo V15 15.6"" (FHD, i5 13420H, 8GB DDR4, 512GB SSD, Intel HD, Dark Grey, DOS, 83A1008WEU)",36
"Ноутбук Lenovo V15 15.6"" (FHD, i7 1255U, 16GB DDR4, 512GB SSD, Intel Iris Xe, Dark Grey, DOS)",25
"Ноутбук Lenovo V15 15.6"" (FHD, Ryzen 5 7520U, 8GB DDR4, 256GB SSD, AMD Radeon Graphics, Dark Grey, DOS)",12
"Ноутбук Lenovo V15 G2 IJL 15.6"" (FHD, Celeron N4500, 4GB DDR4, 256GB SSD, Intel UHD Graphics, Black, DOS)",6
"Ноутбук MSI Thin 15.6"" (IPS FHD 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 4GB RTX3050, Black, Windows 11)",1
"Ноутбук Samsung Galaxy Book4 15.6"" (FHD, Core 7-150U, 16GB LPDDR4, 512GB SSD, Intel Graphics, Windows 11 Home, Silver, NP750XGK",1
Патч-панель LANBERG PPS6-0024-B 24 PORT 0.5U CAT.6 SHIELDED BLACK,15
Патч-панель LANBERG PPS6-0024-S 24 PORT 0.5U CAT.6 SHIELDED GREY,11
Патч-панель LANBERG PPS6-1024-B 24 PORT 1U CAT.6 SHIELDED BLACK,16
Патч-панель LANBERG PPU5-1048-B 48 PORT 1U CAT.5E BLACK,3
"Патч-панель LANBERG PPU5-9012-B 12 PORT 1U CAT.5E 10"" BLACK",6
Патч-панель LANBERG PPU6-1024-B 24 PORT 1U CAT.6 BLACK,33
Патч-панель LANBERG PPU6-1024-S 24 PORT 1U CAT.6 GRAY,18
Переходник CrownMicro CM-H-01 для HDD 5.25-3.5,25
